"Date","STATION","MAXC","MINC","FLAG"
1979-05-24,"North",20,1,NA
1979-05-25,"North",22,2,NA
1979-05-26,"North",20,9,NA
1979-05-27,"North",26,8,NA
1979-05-28,"North",27,3,NA
1979-05-29,"North",28,9,NA
1979-05-30,"North",14,9,NA
1979-05-31,"North",13,3,NA
1979-06-01,"North",18,1,NA
1979-06-02,"North",22,6,NA
1979-06-03,"North",27,7,NA
1979-06-04,"North",22,7,NA
1979-06-05,"North",23,3,NA
1979-06-06,"North",22,12,NA
1979-06-07,"North",24,11,NA
1979-06-08,"North",21,7,NA
1979-06-09,"North",16,5,NA
1979-06-10,"North",23,8,NA
1979-06-11,"North",25,5,NA
1979-06-12,"North",26,6,NA
1979-06-13,"North",28,9,NA
1979-06-14,"North",30,18,NA
1979-06-15,"North",28,11,NA
1979-06-16,"North",17,9,NA
1979-06-17,"North",23,7,NA
1979-06-18,"North",24,6,NA
1979-06-19,"North",19,12,NA
1979-06-20,"North",18,13,NA
1979-06-21,"North",16,9,NA
1979-06-22,"North",18,7,NA
1979-06-23,"North",21,6,NA
1979-06-24,"North",23,6,NA
1979-06-25,"North",27,9,NA
1979-06-26,"North",25,12,NA
1979-06-27,"North",26,8,NA
1979-06-28,"North",24,12,NA
1979-06-29,"North",27,11,NA
1979-06-30,"North",27,10,NA
1979-07-01,"North",27,11,NA
1979-07-02,"North",18,11,NA
1979-07-03,"North",16,10,NA
1979-07-04,"North",26,8,NA
1979-07-05,"North",24,7,NA
1979-07-06,"North",24,9,NA
1979-07-07,"North",24,12,NA
1979-07-08,"North",26,16,NA
1979-07-09,"North",30,16,NA
1979-07-10,"North",31,14,NA
1979-07-11,"North",31,16,NA
1979-07-12,"North",27,17,NA
1979-07-13,"North",29,17,NA
1979-07-14,"North",27,15,NA
1979-07-15,"North",22,10,NA
1979-07-16,"North",24,7,NA
1979-07-17,"North",25,9,NA
1979-07-18,"North",27,10,NA
1979-07-19,"North",27,16,NA
1979-07-20,"North",29,13,NA
1979-07-21,"North",30,18,NA
1979-07-22,"North",27,17,NA
1979-07-23,"North",24,16,NA
1979-07-24,"North",26,14,NA
1979-07-25,"North",26,12,NA
1979-07-26,"North",21,11,NA
1979-07-27,"North",24,9,NA
1979-07-28,"North",27,9,NA
1979-07-29,"North",26,13,NA
1979-07-30,"North",23,16,NA
1979-07-31,"North",24,11,NA
1979-08-01,"North",25,9,NA
1979-08-02,"North",29,13,NA
1979-08-03,"North",22,12,NA
1979-08-04,"North",26,14,NA
1979-08-05,"North",24,11,NA
1979-08-06,"North",22,11,NA
1979-08-07,"North",28,13,NA
1979-08-08,"North",25,10,NA
1979-08-09,"North",23,12,NA
1979-08-10,"North",19,8,NA
1979-08-11,"North",22,6,NA
1979-08-12,"North",19,9,NA
1979-08-13,"North",14,8,NA
1979-08-14,"North",18,5,NA
1979-08-15,"North",20,2,NA
1979-08-16,"North",16,4,NA
1979-08-17,"North",22,12,NA
1979-08-18,"North",27,13,NA
1979-08-19,"North",27,11,NA
1979-08-20,"North",26,11,NA
1979-08-21,"North",21,14,NA
1979-08-22,"North",17,14,NA
1979-08-23,"North",17,9,NA
1979-08-24,"North",13,7,NA
1979-08-25,"North",22,7,NA
1979-08-26,"North",14,7,NA
1979-08-27,"North",23,6,NA
1979-08-28,"North",19,13,NA
1979-08-29,"North",24,9,NA
1979-08-30,"North",21,6,NA
1979-08-31,"North",24,12,NA
1979-09-01,"North",24,16,NA
1979-09-02,"North",17,12,NA
1979-09-03,"North",18,12,NA
1979-09-04,"North",29,12,NA
1979-09-05,"North",24,13,NA
1979-09-06,"North",13,7,NA
1979-09-07,"North",14,4,NA
1979-09-08,"North",13,3,NA
1979-09-09,"North",26,8,NA
1979-09-10,"North",14,8,NA
1979-09-11,"North",14,6,NA
1979-09-12,"North",17,6,NA
1979-09-13,"North",13,4,NA
1979-09-14,"North",14,7,NA
1979-09-15,"North",23,8,NA
1979-09-16,"North",27,7,NA
1979-09-17,"North",26,10,NA
1979-09-18,"North",13,1,NA
1979-09-19,"North",17,-1,NA
1979-09-20,"North",12,4,NA
1979-09-21,"North",17,1,NA
1979-09-22,"North",13,2,NA
1979-09-23,"North",19,7,NA
1979-09-24,"North",19,7,NA
1979-09-25,"North",22,6,NA
1979-09-26,"North",23,2,NA
1979-09-27,"North",22,13,NA
1979-09-28,"North",13,7,NA
1979-09-29,"North",19,6,NA
1979-09-30,"North",20,3,NA
1979-10-01,"North",17,1,NA
1979-10-02,"North",14,1,NA
1979-10-03,"North",11,3,NA
1979-10-04,"North",6,1,NA
1979-10-05,"North",15,1,NA
1979-10-06,"North",3,-2,NA
1979-10-07,"North",13,-4,NA
1979-10-08,"North",7,1,NA
1979-10-09,"North",5,-3,NA
1979-10-10,"North",4,-5,NA
1979-10-11,"North",7,-2,NA
1979-10-12,"North",2,-2,NA
1979-10-13,"North",6,-6,NA
1979-10-14,"North",14,-2,NA
1979-10-15,"North",19,-1,NA
1979-10-16,"North",12,0,NA
1979-10-17,"North",11,-4,NA
1979-10-18,"North",8,3,NA
1979-10-19,"North",11,7,NA
1979-10-20,"North",16,7,NA
1979-10-21,"North",7,1,NA
1979-10-22,"North",4,1,NA
1979-10-23,"North",6,0,NA
1979-10-24,"North",4,-5,NA
1979-10-25,"North",4,-8,NA
1979-10-26,"North",4,-6,NA
1979-10-27,"North",7,1,NA
1979-10-28,"North",10,-1,NA
1979-10-29,"North",13,2,NA
1979-10-30,"North",8,2,NA
1979-10-31,"North",11,7,NA
1979-11-01,"North",7,-2,NA
1979-11-02,"North",1,-2,NA
1979-11-03,"North",1,-6,NA
1979-11-04,"North",4,-5,NA
1979-11-05,"North",0,-4,NA
1979-11-06,"North",0,-6,NA
1979-11-07,"North",1,-8,NA
1979-11-08,"North",-5,-13,NA
1979-11-09,"North",-4,-17,NA
1979-11-10,"North",-6,-18,NA
1979-11-11,"North",-3,-18,NA
1979-11-12,"North",-2,-11,NA
1979-11-13,"North",-2,-11,NA
1979-11-14,"North",0,-12,NA
1979-11-15,"North",0,-2,NA
1979-11-16,"North",8,-2,NA
1979-11-17,"North",9,-4,NA
1979-11-18,"North",8,-3,NA
1979-11-19,"North",8,1,NA
1979-11-20,"North",4,-6,NA
1979-11-21,"North",4,-6,NA
1979-11-22,"North",0,-7,NA
1979-11-23,"North",-1,-7,NA
1979-11-24,"North",-4,-11,NA
1979-11-25,"North",-3,-11,NA
1979-11-26,"North",-2,-6,NA
1979-11-27,"North",-4,-7,NA
1979-11-28,"North",-4,-8,NA
1979-11-29,"North",-7,-13,NA
1979-11-30,"North",-9,-15,NA
1979-12-01,"North",-9,-21,NA
1979-12-02,"North",-3,-21,NA
1979-12-03,"North",3,-5,NA
1979-12-04,"North",3,-11,NA
1979-12-05,"North",4,-9,NA
1979-12-06,"North",1,-7,NA
1979-12-07,"North",-2,-17,NA
1979-12-08,"North",-8,-22,NA
1979-12-09,"North",-3,-7,NA
1979-12-10,"North",3,-4,NA
1979-12-11,"North",-2,-24,NA
1979-12-12,"North",-12,-30,NA
1979-12-13,"North",-9,-23,NA
1979-12-14,"North",-1,-25,NA
1979-12-15,"North",-2,-26,NA
1979-12-16,"North",-20,-29,NA
1979-12-17,"North",-10,-24,NA
1979-12-18,"North",-4,-12,NA
1979-12-19,"North",-2,-12,NA
1979-12-20,"North",3,-5,NA
1979-12-21,"North",0,-3,NA
1979-12-22,"North",-2,-3,NA
1979-12-23,"North",-1,-4,NA
1979-12-24,"North",-4,-8,NA
1979-12-25,"North",-6,-10,NA
1979-12-26,"North",-4,-6,NA
1979-12-27,"North",-3,-7,NA
1979-12-28,"North",0,-12,NA
1979-12-29,"North",1,-13,NA
1979-12-30,"North",0,-14,NA
1979-12-31,"North",-4,-6,NA
1980-01-01,"North",-6,-13,NA
1980-01-02,"North",-11,-17,NA
1980-01-03,"North",-12,-23,NA
1980-01-04,"North",-7,-12,NA
1980-01-05,"North",-7,-11,NA
1980-01-06,"North",-6,-16,NA
1980-01-07,"North",-16,-28,NA
1980-01-08,"North",-23,-31,NA
1980-01-09,"North",-21,-34,NA
1980-01-10,"North",-6,-21,NA
1980-01-11,"North",-5,-23,NA
1980-01-12,"North",-8,-31,NA
1980-01-13,"North",4,-14,NA
1980-01-14,"North",-4,-15,NA
1980-01-15,"North",-2,-4,NA
1980-01-16,"North",-2,-6,NA
1980-01-17,"North",-5,-8,NA
1980-01-18,"North",-4,-11,NA
1980-01-19,"North",-4,-19,NA
1980-01-20,"North",-4,-19,NA
1980-01-21,"North",-2,-13,NA
1980-01-22,"North",-7,-24,NA
1980-01-23,"North",-16,-31,NA
1980-01-24,"North",-11,-20,NA
1980-01-25,"North",-16,-27,NA
1980-01-26,"North",-19,-31,NA
1980-01-27,"North",-16,-22,NA
1980-01-28,"North",-16,-28,NA
1980-01-29,"North",-16,-32,NA
1980-01-30,"North",-13,-32,NA
1980-01-31,"North",-12,-31,NA
1980-02-01,"North",-9,-26,NA
1980-02-02,"North",-8,-27,NA
1980-02-03,"North",-7,-25,NA
1980-02-04,"North",-8,-19,NA
1980-02-05,"North",-5,-17,NA
1980-02-06,"North",-7,-21,NA
1980-02-07,"North",-6,-10,NA
1980-02-08,"North",-5,-11,NA
1980-02-09,"North",-4,-11,NA
1980-02-10,"North",-6,-15,NA
1980-02-11,"North",-6,-14,NA
1980-02-12,"North",-9,-21,NA
1980-02-13,"North",-6,-22,NA
1980-02-14,"North",-8,-23,NA
1980-02-15,"North",-11,-24,NA
1980-02-16,"North",-11,-24,NA
1980-02-17,"North",-5,-26,NA
1980-02-18,"North",-2,-11,NA
1980-02-19,"North",-2,-8,NA
1980-02-20,"North",-2,-5,NA
1980-02-21,"North",-5,-7,NA
1980-02-22,"North",-2,-9,NA
1980-02-23,"North",-3,-12,NA
1980-02-24,"North",-6,-18,NA
1980-02-25,"North",-11,-27,NA
1980-02-26,"North",-2,-26,NA
1980-02-27,"North",-9,-23,NA
1980-02-28,"North",-13,-28,NA
1980-02-29,"North",-12,-33,NA
1980-03-01,"North",-7,-32,NA
1980-03-02,"North",-2,-18,NA
1980-03-03,"North",0,-14,NA
1980-03-04,"North",-9,-22,NA
1980-03-05,"North",-10,-27,NA
1980-03-06,"North",-3,-24,NA
1980-03-07,"North",-3,-25,NA
1980-03-08,"North",1,-16,NA
1980-03-09,"North",3,-17,NA
1980-03-10,"North",-2,-20,NA
1980-03-11,"North",-9,-29,NA
1980-03-12,"North",-6,-13,NA
1980-03-13,"North",1,-11,NA
1980-03-14,"North",0,-19,NA
1980-03-15,"North",2,-10,NA
1980-03-16,"North",1,-10,NA
1980-03-17,"North",-2,-20,NA
1980-03-18,"North",5,-21,NA
1980-03-19,"North",8,-4,NA
1980-03-20,"North",2,-8,NA
1980-03-21,"North",-2,-13,NA
1980-03-22,"North",-2,-13,NA
1980-03-23,"North",3,-14,NA
1980-03-24,"North",3,-11,NA
1980-03-25,"North",7,-15,NA
1980-03-26,"North",6,-10,NA
1980-03-27,"North",9,-3,NA
1980-03-28,"North",8,-8,NA
1980-03-29,"North",9,-5,NA
1980-03-30,"North",11,-6,NA
1980-03-31,"North",13,-8,NA
1980-04-01,"North",14,-5,NA
1980-04-02,"North",12,-4,NA
1980-04-03,"North",7,-3,NA
1980-04-04,"North",9,-6,NA
1980-04-05,"North",14,-3,NA
1980-04-06,"North",8,1,NA
1980-04-07,"North",5,2,NA
1980-04-08,"North",3,0,NA
1980-04-09,"North",1,-4,NA
1980-04-10,"North",2,-4,NA
1980-04-11,"North",2,-9,NA
1980-04-12,"North",3,-7,NA
1980-04-13,"North",7,-5,NA
1980-04-14,"North",14,-8,NA
1980-04-15,"North",10,-1,NA
1980-04-16,"North",16,-7,NA
1980-04-17,"North",22,2,NA
1980-04-18,"North",24,-1,NA
1980-04-19,"North",21,4,NA
1980-04-20,"North",27,1,NA
1980-04-21,"North",34,6,NA
1980-04-22,"North",23,3,NA
1980-04-23,"North",14,-1,NA
1980-04-24,"North",16,-4,NA
1980-04-25,"North",17,5,NA
1980-04-26,"North",19,3,NA
1980-04-27,"North",23,0,NA
1980-04-28,"North",23,-2,NA
1980-04-29,"North",23,-1,NA
1980-04-30,"North",27,3,NA
1980-05-01,"North",28,3,NA
1980-05-02,"North",30,4,NA
1980-05-03,"North",31,8,NA
1980-05-04,"North",31,8,NA
1980-05-05,"North",20,8,NA
1980-05-06,"North",8,2,NA
1980-05-07,"North",6,-1,NA
1980-05-08,"North",11,-1,NA
1980-05-09,"North",19,-3,NA
1980-05-10,"North",11,2,NA
1980-05-11,"North",11,1,NA
1980-05-12,"North",13,0,NA
1980-05-13,"North",11,-1,NA
1980-05-14,"North",11,1,NA
1980-05-15,"North",19,-4,NA
1980-05-16,"North",23,-1,NA
1980-05-17,"North",22,8,NA
1980-05-18,"North",28,6,NA
1980-05-19,"North",29,7,NA
1980-05-20,"North",28,7,NA
1980-05-21,"North",30,16,NA
1980-05-22,"North",30,13,NA
1980-05-23,"North",31,8,NA
1980-05-24,"North",32,10,NA
1980-05-25,"North",28,11,NA
1980-05-26,"North",28,11,NA
1980-05-27,"North",32,10,NA
1980-05-28,"North",31,11,NA
1980-05-29,"North",27,14,NA
1980-05-30,"North",20,10,NA
1980-05-31,"North",23,7,NA
1980-06-01,"North",17,10,NA
1980-06-02,"North",22,5,NA
1980-06-03,"North",23,4,NA
1980-06-04,"North",18,11,NA
1980-06-05,"North",19,12,NA
1980-06-06,"North",26,12,NA
1980-06-07,"North",16,3,NA
1980-06-08,"North",21,3,NA
1980-06-09,"North",22,6,NA
1980-06-10,"North",22,2,NA
1980-06-11,"North",26,4,NA
1980-06-12,"North",24,16,NA
1980-06-13,"North",27,13,NA
1980-06-14,"North",21,12,NA
1980-06-15,"North",20,7,NA
1980-06-16,"North",23,3,NA
1980-06-17,"North",27,11,NA
1980-06-18,"North",16,6,NA
1980-06-19,"North",23,6,NA
1980-06-20,"North",23,6,NA
1980-06-21,"North",27,11,NA
1980-06-22,"North",30,10,NA
1980-06-23,"North",31,14,NA
1980-06-24,"North",30,18,NA
1980-06-25,"North",32,16,NA
1980-06-26,"North",21,13,NA
1980-06-27,"North",18,10,NA
1980-06-28,"North",20,10,NA
1980-06-29,"North",18,9,NA
1980-06-30,"North",23,7,NA
1980-07-01,"North",21,13,NA
1980-07-02,"North",26,6,NA
1980-07-03,"North",30,16,NA
1980-07-04,"North",29,16,NA
1980-07-05,"North",21,11,NA
1980-07-06,"North",27,11,NA
1980-07-07,"North",27,13,NA
1980-07-08,"North",26,11,NA
1980-07-09,"North",30,13,NA
1980-07-10,"North",36,16,NA
1980-07-11,"North",27,15,NA
1980-07-12,"North",30,11,NA
1980-07-13,"North",30,14,NA
1980-07-14,"North",33,20,NA
1980-07-15,"North",29,15,NA
1980-07-16,"North",23,14,NA
1980-07-17,"North",28,13,NA
1980-07-18,"North",26,14,NA
1980-07-19,"North",26,11,NA
1980-07-20,"North",23,15,NA
1980-07-21,"North",23,14,NA
1980-07-22,"North",23,12,NA
1980-07-23,"North",28,11,NA
1980-07-24,"North",23,17,NA
1980-07-25,"North",22,8,NA
1980-07-26,"North",24,5,NA
1980-07-27,"North",28,11,NA
1980-07-28,"North",28,13,NA
1980-07-29,"North",29,11,NA
1980-07-30,"North",29,13,NA
1980-07-31,"North",29,11,NA
1980-08-01,"North",30,11,NA
1980-08-02,"North",26,12,NA
1980-08-03,"North",27,7,NA
1980-08-04,"North",24,16,NA
1980-08-05,"North",22,11,NA
1980-08-06,"North",29,9,NA
1980-08-07,"North",27,15,NA
1980-08-08,"North",26,13,NA
1980-08-09,"North",25,9,NA
1980-08-10,"North",22,13,NA
1980-08-11,"North",24,13,NA
1980-08-12,"North",20,13,NA
1980-08-13,"North",22,11,NA
1980-08-14,"North",20,11,NA
1980-08-15,"North",23,7,NA
1980-08-16,"North",15,12,NA
1980-08-17,"North",17,12,NA
1980-08-18,"North",27,9,NA
1980-08-19,"North",28,19,NA
1980-08-20,"North",21,18,NA
1980-08-21,"North",22,12,NA
1980-08-22,"North",26,9,NA
1980-08-23,"North",22,16,NA
1980-08-24,"North",27,18,NA
1980-08-25,"North",24,14,NA
1980-08-26,"North",17,7,NA
1980-08-27,"North",23,10,NA
1980-08-28,"North",19,9,NA
1980-08-29,"North",22,17,NA
1980-08-30,"North",19,8,NA
1980-08-31,"North",18,4,NA
1980-09-01,"North",19,9,NA
1980-09-02,"North",22,8,NA
1980-09-03,"North",23,13,NA
1980-09-04,"North",20,10,NA
1980-09-05,"North",23,8,NA
1980-09-06,"North",26,7,NA
1980-09-07,"North",29,11,NA
1980-09-08,"North",28,12,NA
1980-09-09,"North",17,6,NA
1980-09-10,"North",23,4,NA
1980-09-11,"North",22,6,NA
1980-09-12,"North",13,9,NA
1980-09-13,"North",12,10,NA
1980-09-14,"North",18,7,NA
1980-09-15,"North",15,8,NA
1980-09-16,"North",12,1,NA
1980-09-17,"North",13,1,NA
1980-09-18,"North",8,-1,NA
1980-09-19,"North",11,0,NA
1980-09-20,"North",13,4,NA
1980-09-21,"North",17,4,NA
1980-09-22,"North",14,2,NA
1980-09-23,"North",11,-2,NA
1980-09-24,"North",14,3,NA
1980-09-25,"North",10,-3,NA
1980-09-26,"North",14,-4,NA
1980-09-27,"North",15,1,NA
1980-09-28,"North",18,1,NA
1980-09-29,"North",16,9,NA
1980-09-30,"North",16,7,NA
1980-10-01,"North",14,4,NA
1980-10-02,"North",6,-2,NA
1980-10-03,"North",5,-2,NA
1980-10-04,"North",9,-2,NA
1980-10-05,"North",17,-3,NA
1980-10-06,"North",20,3,NA
1980-10-07,"North",28,3,NA
1980-10-08,"North",19,3,NA
1980-10-09,"North",19,1,NA
1980-10-10,"North",10,1,NA
1980-10-11,"North",4,-1,NA
1980-10-12,"North",5,-6,NA
1980-10-13,"North",6,-7,NA
1980-10-14,"North",6,-2,NA
1980-10-15,"North",12,-1,NA
1980-10-16,"North",10,0,NA
1980-10-17,"North",10,2,NA
1980-10-18,"North",5,-1,NA
1980-10-19,"North",6,0,NA
1980-10-20,"North",11,-4,NA
1980-10-21,"North",8,-5,NA
1980-10-22,"North",2,-7,NA
1980-10-23,"North",4,1,NA
1980-10-24,"North",1,-2,NA
1980-10-25,"North",0,-2,NA
1980-10-26,"North",3,-4,NA
1980-10-27,"North",3,-6,NA
1980-10-28,"North",1,-8,NA
1980-10-29,"North",6,-12,NA
1980-10-30,"North",12,0,NA
1980-10-31,"North",6,-3,NA
1980-11-01,"North",2,-7,NA
1980-11-02,"North",10,-3,NA
1980-11-03,"North",9,2,NA
1980-11-04,"North",8,-3,NA
1980-11-05,"North",11,-7,NA
1980-11-06,"North",13,1,NA
1980-11-07,"North",1,-1,NA
1980-11-08,"North",2,-1,NA
1980-11-09,"North",2,-9,NA
1980-11-10,"North",-2,-14,NA
1980-11-11,"North",-1,-10,NA
1980-11-12,"North",-1,-3,NA
1980-11-13,"North",-2,-3,NA
1980-11-14,"North",-1,-9,NA
1980-11-15,"North",-3,-11,NA
1980-11-16,"North",-1,-9,NA
1980-11-17,"North",2,-7,NA
1980-11-18,"North",1,-14,NA
1980-11-19,"North",7,-6,NA
1980-11-20,"North",1,-3,NA
1980-11-21,"North",3,-7,NA
1980-11-22,"North",9,-1,NA
1980-11-23,"North",-1,-12,NA
1980-11-24,"North",-4,-17,NA
1980-11-25,"North",-1,-14,NA
1980-11-26,"North",1,-9,NA
1980-11-27,"North",-4,-11,NA
1980-11-28,"North",-3,-6,NA
1980-11-29,"North",0,-6,NA
1980-11-30,"North",3,-7,NA
1980-12-01,"North",-8,-22,NA
1980-12-02,"North",-16,-27,NA
1980-12-03,"North",-9,-22,NA
1980-12-04,"North",-1,-9,NA
1980-12-05,"North",0,-3,NA
1980-12-06,"North",0,-8,NA
1980-12-07,"North",-7,-13,NA
1980-12-08,"North",-10,-22,NA
1980-12-09,"North",-11,-21,NA
1980-12-10,"North",-19,-29,NA
1980-12-11,"North",-14,-27,NA
1980-12-12,"North",4,-20,NA
1980-12-13,"North",-7,-26,NA
1980-12-14,"North",-13,-24,NA
1980-12-15,"North",-7,-14,NA
1980-12-16,"North",-2,-16,NA
1980-12-17,"North",3,-11,NA
1980-12-18,"North",-11,-24,NA
1980-12-19,"North",-21,-29,NA
1980-12-20,"North",-17,-32,NA
1980-12-21,"North",-12,-28,NA
1980-12-22,"North",-7,-13,NA
1980-12-23,"North",-8,-23,NA
1980-12-24,"North",-21,-31,NA
1980-12-25,"North",-13,-32,NA
1980-12-26,"North",-13,-24,NA
1980-12-27,"North",-2,-13,NA
1980-12-28,"North",3,-8,NA
1980-12-29,"North",-7,-15,NA
1980-12-30,"North",-2,-6,NA
1980-12-31,"North",-2,-4,NA
1981-01-01,"North",-4,-21,NA
1981-01-02,"North",-18,-28,NA
1981-01-03,"North",-23,-36,NA
1981-01-04,"North",-19,-38,NA
1981-01-05,"North",-7,-21,NA
1981-01-06,"North",-6,-24,NA
1981-01-07,"North",-17,-29,NA
1981-01-08,"North",-11,-29,NA
1981-01-09,"North",-14,-29,NA
1981-01-10,"North",-13,-32,NA
1981-01-11,"North",-9,-28,NA
1981-01-12,"North",1,-12,NA
1981-01-13,"North",-7,-13,NA
1981-01-14,"North",-7,-19,NA
1981-01-15,"North",-11,-16,NA
1981-01-16,"North",-12,-21,NA
1981-01-17,"North",3,-13,NA
1981-01-18,"North",9,-12,NA
1981-01-19,"North",3,-12,NA
1981-01-20,"North",-2,-14,NA
1981-01-21,"North",4,-12,NA
1981-01-22,"North",4,-12,NA
1981-01-23,"North",7,-11,NA
1981-01-24,"North",9,-8,NA
1981-01-25,"North",6,-3,NA
1981-01-26,"North",-2,-10,NA
1981-01-27,"North",-11,-22,NA
1981-01-28,"North",-10,-17,NA
1981-01-29,"North",-8,-22,NA
1981-01-30,"North",-4,-26,NA
1981-01-31,"North",-4,-7,NA
1981-02-01,"North",-7,-24,NA
1981-02-02,"North",-19,-28,NA
1981-02-03,"North",-13,-29,NA
1981-02-04,"North",-12,-29,NA
1981-02-05,"North",-6,-15,NA
1981-02-06,"North",-3,-13,NA
1981-02-07,"North",-3,-14,NA
1981-02-08,"North",-10,-21,NA
1981-02-09,"North",-17,-28,NA
1981-02-10,"North",-20,-33,NA
1981-02-11,"North",-20,-38,NA
1981-02-12,"North",-12,-34,NA
1981-02-13,"North",-4,-26,NA
1981-02-14,"North",1,-18,NA
1981-02-15,"North",8,0,NA
1981-02-16,"North",12,-3,NA
1981-02-17,"North",12,-2,NA
1981-02-18,"North",12,2,NA
