Date,Watershed,Flow (L/s),Flow (CFS),Flow (cm/day)
1993-07-20,S6,1.41,0.04979,0.13688
1993-07-21,S6,0.96,0.0339,0.0932
1993-07-22,S6,0.74,0.02613,0.07184
1993-07-23,S6,0.59,0.02084,0.05728
1993-07-24,S6,0.5,0.01766,0.04854
1993-07-25,S6,1,0.03532,0.09708
1993-07-26,S6,2.07,0.0731,0.20095
1993-07-27,S6,1.49,0.05262,0.14465
1993-07-28,S6,1.31,0.04626,0.12717
1993-07-29,S6,0.96,0.0339,0.0932
1993-07-30,S6,0.67,0.02366,0.06504
1993-07-31,S6,0.5,0.01766,0.04854
1993-08-01,S6,0.42,0.01483,0.04077
1993-08-02,S6,0.34,0.01201,0.03301
1993-08-03,S6,0.34,0.01201,0.03301
1993-08-04,S6,0.34,0.01201,0.03301
1993-08-05,S6,0.59,0.02084,0.05728
1993-08-06,S6,0.36,0.01271,0.03495
1993-08-07,S6,0.28,0.00989,0.02718
1993-08-08,S6,0.24,0.00848,0.0233
1993-08-09,S6,0.28,0.00989,0.02718
1993-08-10,S6,0.25,0.00883,0.02427
1993-08-11,S6,0.22,0.00777,0.02136
1993-08-12,S6,0.22,0.00777,0.02136
1993-08-13,S6,0.18,0.00636,0.01747
1993-08-14,S6,0.17,0.006,0.0165
1993-08-15,S6,0.16,0.00565,0.01553
1993-08-16,S6,0.13,0.00459,0.01262
1993-08-17,S6,0.12,0.00424,0.01165
1993-08-18,S6,0.1,0.00353,0.00971
1993-08-19,S6,0.1,0.00353,0.00971
1993-08-20,S6,0.09,0.00318,0.00874
1993-08-21,S6,0.07,0.00247,0.0068
1993-08-22,S6,0.1,0.00353,0.00971
1993-08-23,S6,0.16,0.00565,0.01553
1993-08-24,S6,0.13,0.00459,0.01262
1993-08-25,S6,0.1,0.00353,0.00971
1993-08-26,S6,0.14,0.00494,0.01359
1993-08-27,S6,0.14,0.00494,0.01359
1993-08-28,S6,0.1,0.00353,0.00971
1993-08-29,S6,0.09,0.00318,0.00874
1993-08-30,S6,0.47,0.0166,0.04563
1993-08-31,S6,0.32,0.0113,0.03107
1993-09-01,S6,0.21,0.00742,0.02039
1993-09-02,S6,0.58,0.02048,0.05631
1993-09-03,S6,0.42,0.01483,0.04077
1993-09-04,S6,0.31,0.01095,0.03009
1993-09-05,S6,0.21,0.00742,0.02039
1993-09-06,S6,0.15,0.0053,0.01456
1993-09-07,S6,0.16,0.00565,0.01553
1993-09-08,S6,0.14,0.00494,0.01359
1993-09-09,S6,0.31,0.01095,0.03009
1993-09-10,S6,0.2,0.00706,0.01942
1993-09-11,S6,0.18,0.00636,0.01747
1993-09-12,S6,0.16,0.00565,0.01553
1993-09-13,S6,0.24,0.00848,0.0233
1993-09-14,S6,0.52,0.01836,0.05048
1993-09-15,S6,0.34,0.01201,0.03301
1993-09-16,S6,0.31,0.01095,0.03009
1993-09-17,S6,0.23,0.00812,0.02233
1993-09-18,S6,0.21,0.00742,0.02039
1993-09-19,S6,0.16,0.00565,0.01553
1993-09-20,S6,0.17,0.006,0.0165
1993-09-21,S6,0.2,0.00706,0.01942
1993-09-22,S6,0.27,0.00954,0.02621
1993-09-23,S6,0.18,0.00636,0.01747
1993-09-24,S6,0.15,0.0053,0.01456
1993-09-25,S6,0.14,0.00494,0.01359
1993-09-26,S6,0.15,0.0053,0.01456
1993-09-27,S6,0.15,0.0053,0.01456
1993-09-28,S6,0.19,0.00671,0.01844
1993-09-29,S6,0.14,0.00494,0.01359
1993-09-30,S6,0.14,0.00494,0.01359
1993-10-01,S6,0.14,0.00494,0.01359
1993-10-02,S6,0.12,0.00424,0.01165
1993-10-03,S6,0.11,0.00388,0.01068
1993-10-04,S6,0.1,0.00353,0.00971
1993-10-05,S6,0.1,0.00353,0.00971
1993-10-06,S6,0.09,0.00318,0.00874
1993-10-07,S6,0.1,0.00353,0.00971
1993-10-08,S6,0.1,0.00353,0.00971
1993-10-09,S6,0.09,0.00318,0.00874
1993-10-10,S6,0.08,0.00283,0.00777
1993-10-11,S6,0.07,0.00247,0.0068
1993-10-12,S6,0.08,0.00283,0.00777
1993-10-13,S6,0.07,0.00247,0.0068
1993-10-14,S6,0.06,0.00212,0.00582
1993-10-15,S6,0.06,0.00212,0.00582
1993-10-16,S6,0.06,0.00212,0.00582
1993-10-17,S6,0.06,0.00212,0.00582
1993-10-18,S6,0.05,0.00177,0.00485
1993-10-19,S6,0.06,0.00212,0.00582
1993-10-20,S6,0.1,0.00353,0.00971
1993-10-21,S6,0.11,0.00388,0.01068
1993-10-22,S6,0.1,0.00353,0.00971
1993-10-23,S6,0.1,0.00353,0.00971
1993-10-24,S6,0.09,0.00318,0.00874
1993-10-25,S6,0.1,0.00353,0.00971
1993-10-26,S6,0.11,0.00388,0.01068
1993-10-27,S6,0.1,0.00353,0.00971
1993-10-28,S6,0.11,0.00388,0.01068
1993-10-29,S6,0.11,0.00388,0.01068
1993-10-30,S6,0.11,0.00388,0.01068
1993-10-31,S6,0.11,0.00388,0.01068
1993-11-01,S6,0.11,0.00388,0.01068
1993-11-02,S6,0.09,0.00318,0.00874
1993-11-03,S6,0.09,0.00318,0.00874
1993-11-04,S6,0.1,0.00353,0.00971
1993-11-05,S6,0.1,0.00353,0.00971
1993-11-06,S6,0.1,0.00353,0.00971
1993-11-07,S6,0.09,0.00318,0.00874
1993-11-08,S6,0.09,0.00318,0.00874
1993-11-09,S6,0.08,0.00283,0.00777
1993-11-10,S6,0.06,0.00212,0.00582
1993-11-11,S6,0.05,0.00177,0.00485
1993-11-12,S6,0.06,0.00212,0.00582
1993-11-13,S6,0.06,0.00212,0.00582
1993-11-14,S6,0.06,0.00212,0.00582
1993-11-15,S6,0.06,0.00212,0.00582
1993-11-16,S6,0.08,0.00283,0.00777
1993-11-17,S6,0.07,0.00247,0.0068
1993-11-18,S6,0.07,0.00247,0.0068
1993-11-19,S6,0.08,0.00283,0.00777
1993-11-20,S6,0.08,0.00283,0.00777
1993-11-21,S6,0.07,0.00247,0.0068
1993-11-22,S6,0.06,0.00212,0.00582
1993-11-23,S6,0.07,0.00247,0.0068
1993-11-24,S6,0.06,0.00212,0.00582
1993-11-25,S6,0.06,0.00212,0.00582
1993-11-26,S6,0.06,0.00212,0.00582
1993-11-27,S6,0.06,0.00212,0.00582
1993-11-28,S6,0.06,0.00212,0.00582
1993-11-29,S6,0.06,0.00212,0.00582
1993-11-30,S6,0.07,0.00247,0.0068
1993-12-01,S6,0.07,0.00247,0.0068
1993-12-02,S6,0.06,0.00212,0.00582
1993-12-03,S6,0.07,0.00247,0.0068
1993-12-04,S6,0.07,0.00247,0.0068
1993-12-05,S6,0.07,0.00247,0.0068
1993-12-06,S6,0.06,0.00212,0.00582
1993-12-07,S6,0.06,0.00212,0.00582
1993-12-08,S6,0.06,0.00212,0.00582
1993-12-09,S6,0.05,0.00177,0.00485
1993-12-10,S6,0.05,0.00177,0.00485
1993-12-11,S6,0.05,0.00177,0.00485
1993-12-12,S6,0.05,0.00177,0.00485
1993-12-13,S6,0.05,0.00177,0.00485
1993-12-14,S6,0.05,0.00177,0.00485
1993-12-15,S6,0.06,0.00212,0.00582
1993-12-16,S6,0.05,0.00177,0.00485
1993-12-17,S6,0.06,0.00212,0.00582
1993-12-18,S6,0.06,0.00212,0.00582
1993-12-19,S6,0.06,0.00212,0.00582
1993-12-20,S6,0.05,0.00177,0.00485
1993-12-21,S6,0.06,0.00212,0.00582
1993-12-22,S6,0.05,0.00177,0.00485
1993-12-23,S6,0.03,0.00106,0.00291
1993-12-24,S6,0.02,0.00071,0.00194
1993-12-25,S6,0.008,0.00028,0.00078
1993-12-26,S6,0.004,0.00014,0.00039
1993-12-27,S6,0.001,0.00004,0.0001
1993-12-28,S6,0,0,0
1993-12-29,S6,0,0,0
1993-12-30,S6,0,0,0
1993-12-31,S6,0,0,0
1994-01-01,S6,0,0,0
1994-01-02,S6,0,0,0
1994-01-03,S6,0,0,0
1994-01-04,S6,0,0,0
1994-01-05,S6,0,0,0
1994-01-06,S6,0,0,0
1994-01-07,S6,0,0,0
1994-01-08,S6,0,0,0
1994-01-09,S6,0,0,0
1994-01-10,S6,0,0,0
1994-01-11,S6,0,0,0
1994-01-12,S6,0,0,0
1994-01-13,S6,0,0,0
1994-01-14,S6,0,0,0
1994-01-15,S6,0,0,0
1994-01-16,S6,0,0,0
1994-01-17,S6,0,0,0
1994-01-18,S6,0,0,0
1994-01-19,S6,0,0,0
1994-01-20,S6,0,0,0
1994-01-21,S6,0,0,0
1994-01-22,S6,0,0,0
1994-01-23,S6,0,0,0
1994-01-24,S6,0,0,0
1994-01-25,S6,0,0,0
1994-01-26,S6,0,0,0
1994-01-27,S6,0,0,0
1994-01-28,S6,0,0,0
1994-01-29,S6,0,0,0
1994-01-30,S6,0,0,0
1994-01-31,S6,0,0,0
1994-02-01,S6,0,0,0
1994-02-02,S6,0,0,0
1994-02-03,S6,0,0,0
1994-02-04,S6,0,0,0
1994-02-05,S6,0,0,0
1994-02-06,S6,0,0,0
1994-02-07,S6,0,0,0
1994-02-08,S6,0,0,0
1994-02-09,S6,0,0,0
1994-02-10,S6,0,0,0
1994-02-11,S6,0,0,0
1994-02-12,S6,0,0,0
1994-02-13,S6,0,0,0
1994-02-14,S6,0,0,0
1994-02-15,S6,0,0,0
1994-02-16,S6,0,0,0
1994-02-17,S6,0,0,0
1994-02-18,S6,0,0,0
1994-02-19,S6,0,0,0
1994-02-20,S6,0,0,0
1994-02-21,S6,0,0,0
1994-02-22,S6,0,0,0
1994-02-23,S6,0,0,0
1994-02-24,S6,0,0,0
1994-02-25,S6,0,0,0
1994-02-26,S6,0,0,0
1994-02-27,S6,0,0,0
1994-02-28,S6,0,0,0
1994-03-01,S6,0,0,0
1994-03-02,S6,0,0,0
1994-03-03,S6,0,0,0
1994-03-04,S6,0.3,0.01059,0.02912
1994-03-05,S6,0.19,0.00671,0.01844
1994-03-06,S6,0.02,0.00071,0.00194
1994-03-07,S6,0.02,0.00071,0.00194
1994-03-08,S6,0.02,0.00071,0.00194
1994-03-09,S6,0.02,0.00071,0.00194
1994-03-10,S6,0.02,0.00071,0.00194
1994-03-11,S6,0.01,0.00035,0.00097
1994-03-12,S6,0.01,0.00035,0.00097
1994-03-13,S6,0.003,0.00011,0.00029
1994-03-14,S6,0.05,0.00177,0.00485
1994-03-15,S6,0.08,0.00283,0.00777
1994-03-16,S6,0.03,0.00106,0.00291
1994-03-17,S6,0.03,0.00106,0.00291
1994-03-18,S6,0.03,0.00106,0.00291
1994-03-19,S6,0.03,0.00106,0.00291
1994-03-20,S6,0.04,0.00141,0.00388
1994-03-21,S6,0.11,0.00388,0.01068
1994-03-22,S6,0.31,0.01095,0.03009
1994-03-23,S6,0.27,0.00954,0.02621
1994-03-24,S6,0.18,0.00636,0.01747
1994-03-25,S6,0.16,0.00565,0.01553
1994-03-26,S6,0.21,0.00742,0.02039
1994-03-27,S6,0.31,0.01095,0.03009
1994-03-28,S6,0.28,0.00989,0.02718
1994-03-29,S6,0.25,0.00883,0.02427
1994-03-30,S6,0.21,0.00742,0.02039
1994-03-31,S6,0.35,0.01236,0.03398
1994-04-01,S6,1.21,0.04273,0.11747
1994-04-02,S6,2.38,0.08405,0.23105
1994-04-03,S6,2.26,0.07981,0.2194
1994-04-04,S6,1.57,0.05544,0.15241
1994-04-05,S6,1.3,0.04591,0.1262
1994-04-06,S6,1.05,0.03708,0.10193
1994-04-07,S6,1.23,0.04344,0.11941
1994-04-08,S6,1.76,0.06215,0.17086
1994-04-09,S6,2.7,0.09535,0.26211
1994-04-10,S6,2.87,0.10135,0.27862
1994-04-11,S6,3.19,0.11265,0.30968
1994-04-12,S6,3.32,0.11725,0.3223
1994-04-13,S6,3.06,0.10806,0.29706
1994-04-14,S6,2.76,0.09747,0.26794
1994-04-15,S6,4.3,0.15185,0.41744
1994-04-16,S6,3.93,0.13879,0.38152
1994-04-17,S6,2.89,0.10206,0.28056
1994-04-18,S6,2.29,0.08087,0.22231
1994-04-19,S6,1.7,0.06004,0.16503
1994-04-20,S6,1.29,0.04556,0.12523
1994-04-21,S6,1.02,0.03602,0.09902
1994-04-22,S6,0.77,0.02719,0.07475
1994-04-23,S6,0.82,0.02896,0.0796
1994-04-24,S6,0.71,0.02507,0.06893
1994-04-25,S6,0.75,0.02649,0.07281
1994-04-26,S6,1.22,0.04308,0.11844
1994-04-27,S6,1.21,0.04273,0.11747
1994-04-28,S6,1.32,0.04662,0.12814
1994-04-29,S6,1.4,0.04944,0.13591
1994-04-30,S6,2.04,0.07204,0.19804
1994-05-01,S6,2.31,0.08158,0.22425
1994-05-02,S6,1.84,0.06498,0.17862
1994-05-03,S6,1.58,0.0558,0.15338
1994-05-04,S6,1.13,0.03991,0.1097
1994-05-05,S6,0.95,0.03355,0.09222
1994-05-06,S6,0.69,0.02437,0.06698
1994-05-07,S6,0.6,0.02119,0.05825
1994-05-08,S6,0.56,0.01978,0.05436
1994-05-09,S6,0.53,0.01872,0.05145
1994-05-10,S6,0.51,0.01801,0.04951
1994-05-11,S6,0.45,0.01589,0.04369
1994-05-12,S6,0.4,0.01413,0.03883
1994-05-13,S6,0.52,0.01836,0.05048
1994-05-14,S6,0.61,0.02154,0.05922
1994-05-15,S6,0.56,0.01978,0.05436
1994-05-16,S6,0.51,0.01801,0.04951
1994-05-17,S6,0.55,0.01942,0.05339
1994-05-18,S6,0.44,0.01554,0.04271
1994-05-19,S6,0.4,0.01413,0.03883
1994-05-20,S6,0.38,0.01342,0.03689
1994-05-21,S6,0.33,0.01165,0.03204
1994-05-22,S6,0.27,0.00954,0.02621
1994-05-23,S6,0.36,0.01271,0.03495
1994-05-24,S6,0.85,0.03002,0.08252
1994-05-25,S6,1.03,0.03637,0.09999
1994-05-26,S6,0.83,0.02931,0.08058
1994-05-27,S6,0.56,0.01978,0.05436
1994-05-28,S6,0.47,0.0166,0.04563
1994-05-29,S6,0.62,0.0219,0.06019
1994-05-30,S6,0.5,0.01766,0.04854
1994-05-31,S6,0.48,0.01695,0.0466
1994-06-01,S6,0.39,0.01377,0.03786
1994-06-02,S6,0.24,0.00848,0.0233
1994-06-03,S6,0.23,0.00812,0.02233
1994-06-04,S6,0.21,0.00742,0.02039
1994-06-05,S6,0.59,0.02084,0.05728
1994-06-06,S6,0.54,0.01907,0.05242
1994-06-07,S6,0.44,0.01554,0.04271
1994-06-08,S6,0.3,0.01059,0.02912
1994-06-09,S6,0.26,0.00918,0.02524
1994-06-10,S6,0.24,0.00848,0.0233
1994-06-11,S6,0.28,0.00989,0.02718
1994-06-12,S6,0.27,0.00954,0.02621
1994-06-13,S6,0.24,0.00848,0.0233
1994-06-14,S6,1.63,0.05756,0.15824
1994-06-15,S6,1.32,0.04662,0.12814
1994-06-16,S6,2.18,0.07699,0.21163
1994-06-17,S6,6.01,0.21224,0.58344
1994-06-18,S6,3.62,0.12784,0.35142
1994-06-19,S6,2.88,0.10171,0.27959
1994-06-20,S6,5.64,0.19918,0.54752
1994-06-21,S6,3.24,0.11442,0.31453
1994-06-22,S6,2,0.07063,0.19416
1994-06-23,S6,3.03,0.107,0.29415
1994-06-24,S6,3.3,0.11654,0.32036
1994-06-25,S6,2.43,0.08582,0.2359
1994-06-26,S6,1.9,0.0671,0.18445
1994-06-27,S6,1.87,0.06604,0.18154
1994-06-28,S6,4.47,0.15786,0.43394
1994-06-29,S6,2.7,0.09535,0.26211
1994-06-30,S6,1.95,0.06886,0.1893
1994-07-01,S6,1.61,0.05686,0.1563
1994-07-02,S6,1.11,0.0392,0.10776
1994-07-03,S6,0.89,0.03143,0.0864
1994-07-04,S6,0.84,0.02966,0.08155
1994-07-05,S6,0.74,0.02613,0.07184
1994-07-06,S6,0.55,0.01942,0.05339
1994-07-07,S6,0.54,0.01907,0.05242
1994-07-08,S6,0.59,0.02084,0.05728
1994-07-09,S6,0.43,0.01519,0.04174
1994-07-10,S6,0.39,0.01377,0.03786
1994-07-11,S6,0.35,0.01236,0.03398
1994-07-12,S6,0.32,0.0113,0.03107
1994-07-13,S6,0.28,0.00989,0.02718
1994-07-14,S6,0.35,0.01236,0.03398
1994-07-15,S6,0.29,0.01024,0.02815
1994-07-16,S6,0.27,0.00954,0.02621
1994-07-17,S6,0.25,0.00883,0.02427
1994-07-18,S6,0.22,0.00777,0.02136
1994-07-19,S6,0.59,0.02084,0.05728
1994-07-20,S6,0.88,0.03108,0.08543
1994-07-21,S6,0.77,0.02719,0.07475
1994-07-22,S6,0.64,0.0226,0.06213
1994-07-23,S6,0.57,0.02013,0.05533
1994-07-24,S6,0.47,0.0166,0.04563
1994-07-25,S6,0.39,0.01377,0.03786
1994-07-26,S6,0.38,0.01342,0.03689
1994-07-27,S6,0.35,0.01236,0.03398
1994-07-28,S6,0.29,0.01024,0.02815
1994-07-29,S6,0.26,0.00918,0.02524
1994-07-30,S6,0.23,0.00812,0.02233
1994-07-31,S6,0.23,0.00812,0.02233
1994-08-01,S6,0.2,0.00706,0.01942
1994-08-02,S6,0.23,0.00812,0.02233
1994-08-03,S6,0.18,0.00636,0.01747
1994-08-04,S6,0.16,0.00565,0.01553
1994-08-05,S6,0.16,0.00565,0.01553
1994-08-06,S6,0.14,0.00494,0.01359
1994-08-07,S6,0.14,0.00494,0.01359
1994-08-08,S6,0.11,0.00388,0.01068
1994-08-09,S6,0.11,0.00388,0.01068
1994-08-10,S6,0.08,0.00283,0.00777
1994-08-11,S6,0.09,0.00318,0.00874
1994-08-12,S6,0.09,0.00318,0.00874
1994-08-13,S6,0.07,0.00247,0.0068
1994-08-14,S6,0.06,0.00212,0.00582
1994-08-15,S6,0.06,0.00212,0.00582
1994-08-16,S6,0.06,0.00212,0.00582
1994-08-17,S6,0.06,0.00212,0.00582
1994-08-18,S6,0.04,0.00141,0.00388
1994-08-19,S6,0.06,0.00212,0.00582
1994-08-20,S6,0.04,0.00141,0.00388
1994-08-21,S6,0.04,0.00141,0.00388
1994-08-22,S6,0.03,0.00106,0.00291
1994-08-23,S6,0.04,0.00141,0.00388
1994-08-24,S6,0.04,0.00141,0.00388
1994-08-25,S6,0.05,0.00177,0.00485
1994-08-26,S6,0.05,0.00177,0.00485
1994-08-27,S6,0.42,0.01483,0.04077
1994-08-28,S6,0.41,0.01448,0.0398
1994-08-29,S6,0.35,0.01236,0.03398
1994-08-30,S6,1.31,0.04626,0.12717
1994-08-31,S6,1.04,0.03673,0.10096
1994-09-01,S6,0.79,0.0279,0.07669
1994-09-02,S6,0.58,0.02048,0.05631
1994-09-03,S6,0.46,0.01624,0.04466
1994-09-04,S6,0.44,0.01554,0.04271
1994-09-05,S6,0.53,0.01872,0.05145
1994-09-06,S6,0.44,0.01554,0.04271
1994-09-07,S6,0.3,0.01059,0.02912
1994-09-08,S6,0.23,0.00812,0.02233
1994-09-09,S6,0.2,0.00706,0.01942
1994-09-10,S6,0.18,0.00636,0.01747
1994-09-11,S6,0.19,0.00671,0.01844
1994-09-12,S6,0.72,0.02543,0.0699
1994-09-13,S6,1.52,0.05368,0.14756
1994-09-14,S6,1.25,0.04414,0.12135
1994-09-15,S6,1.01,0.03567,0.09805
1994-09-16,S6,0.72,0.02543,0.0699
1994-09-17,S6,0.53,0.01872,0.05145
1994-09-18,S6,0.45,0.01589,0.04369
1994-09-19,S6,0.34,0.01201,0.03301
1994-09-20,S6,0.32,0.0113,0.03107
1994-09-21,S6,0.36,0.01271,0.03495
1994-09-22,S6,0.29,0.01024,0.02815
1994-09-23,S6,0.27,0.00954,0.02621
1994-09-24,S6,0.22,0.00777,0.02136
1994-09-25,S6,0.2,0.00706,0.01942
1994-09-26,S6,0.19,0.00671,0.01844
1994-09-27,S6,0.19,0.00671,0.01844
1994-09-28,S6,0.18,0.00636,0.01747
1994-09-29,S6,0.15,0.0053,0.01456
1994-09-30,S6,0.16,0.00565,0.01553
1994-10-01,S6,0.13,0.00459,0.01262
1994-10-02,S6,0.14,0.00494,0.01359
1994-10-03,S6,0.15,0.0053,0.01456
1994-10-04,S6,0.14,0.00494,0.01359
1994-10-05,S6,0.11,0.00388,0.01068
1994-10-06,S6,0.09,0.00318,0.00874
1994-10-07,S6,0.14,0.00494,0.01359
1994-10-08,S6,0.14,0.00494,0.01359
1994-10-09,S6,0.12,0.00424,0.01165
1994-10-10,S6,0.13,0.00459,0.01262
1994-10-11,S6,0.15,0.0053,0.01456
1994-10-12,S6,0.1,0.00353,0.00971
1994-10-13,S6,0.11,0.00388,0.01068
1994-10-14,S6,0.11,0.00388,0.01068
1994-10-15,S6,0.11,0.00388,0.01068
1994-10-16,S6,0.2,0.00706,0.01942
1994-10-17,S6,0.25,0.00883,0.02427
1994-10-18,S6,1.22,0.04308,0.11844
1994-10-19,S6,1.42,0.05015,0.13785
1994-10-20,S6,1.15,0.04061,0.11164
1994-10-21,S6,0.88,0.03108,0.08543
1994-10-22,S6,0.72,0.02543,0.0699
1994-10-23,S6,0.64,0.0226,0.06213
1994-10-24,S6,0.61,0.02154,0.05922
1994-10-25,S6,0.55,0.01942,0.05339
1994-10-26,S6,0.44,0.01554,0.04271
1994-10-27,S6,0.44,0.01554,0.04271
1994-10-28,S6,0.44,0.01554,0.04271
1994-10-29,S6,0.33,0.01165,0.03204
1994-10-30,S6,0.3,0.01059,0.02912
1994-10-31,S6,0.22,0.00777,0.02136
1994-11-01,S6,0.17,0.006,0.0165
1994-11-02,S6,0.15,0.0053,0.01456
1994-11-03,S6,0.14,0.00494,0.01359
1994-11-04,S6,0.13,0.00459,0.01262
1994-11-05,S6,0.13,0.00459,0.01262
1994-11-06,S6,0.14,0.00494,0.01359
1994-11-07,S6,0.14,0.00494,0.01359
1994-11-08,S6,0.12,0.00424,0.01165
1994-11-09,S6,0.11,0.00388,0.01068
1994-11-10,S6,0.11,0.00388,0.01068
1994-11-11,S6,0.12,0.00424,0.01165
1994-11-12,S6,0.12,0.00424,0.01165
1994-11-13,S6,0.15,0.0053,0.01456
1994-11-14,S6,0.17,0.006,0.0165
1994-11-15,S6,0.14,0.00494,0.01359
1994-11-16,S6,0.12,0.00424,0.01165
1994-11-17,S6,0.16,0.00565,0.01553
1994-11-18,S6,0.3,0.01059,0.02912
1994-11-19,S6,0.21,0.00742,0.02039
1994-11-20,S6,0.24,0.00848,0.0233
1994-11-21,S6,0.43,0.01519,0.04174
1994-11-22,S6,0.36,0.01271,0.03495
1994-11-23,S6,0.27,0.00954,0.02621
1994-11-24,S6,0.25,0.00883,0.02427
1994-11-25,S6,0.2,0.00706,0.01942
1994-11-26,S6,0.12,0.00424,0.01165
1994-11-27,S6,0.13,0.00459,0.01262
1994-11-28,S6,0.14,0.00494,0.01359
1994-11-29,S6,0.13,0.00459,0.01262
1994-11-30,S6,0.09,0.00318,0.00874
1994-12-01,S6,0.09,0.00318,0.00874
1994-12-02,S6,0.1,0.00353,0.00971
1994-12-03,S6,0.1,0.00353,0.00971
1994-12-04,S6,0.1,0.00353,0.00971
1994-12-05,S6,0.1,0.00353,0.00971
1994-12-06,S6,0.1,0.00353,0.00971
1994-12-07,S6,0.07,0.00247,0.0068
1994-12-08,S6,0.05,0.00177,0.00485
1994-12-09,S6,0.06,0.00212,0.00582
1994-12-10,S6,0.04,0.00141,0.00388
1994-12-11,S6,0.03,0.00106,0.00291
1994-12-12,S6,0.04,0.00141,0.00388
1994-12-13,S6,0.05,0.00177,0.00485
1994-12-14,S6,0.04,0.00141,0.00388
1994-12-15,S6,0.03,0.00106,0.00291
1994-12-16,S6,0.04,0.00141,0.00388
1994-12-17,S6,0.02,0.00071,0.00194
1994-12-18,S6,0.01,0.00035,0.00097
1994-12-19,S6,0.01,0.00035,0.00097
1994-12-20,S6,0.01,0.00035,0.00097
1994-12-21,S6,0.004,0.00014,0.00039
1994-12-22,S6,0.006,0.00021,0.00058
1994-12-23,S6,0.008,0.00028,0.00078
1994-12-24,S6,0.005,0.00018,0.00049
1994-12-25,S6,0.005,0.00018,0.00049
1994-12-26,S6,0.009,0.00032,0.00087
1994-12-27,S6,0.008,0.00028,0.00078
1994-12-28,S6,0.006,0.00021,0.00058
1994-12-29,S6,0.005,0.00018,0.00049
1994-12-30,S6,0.006,0.00021,0.00058
1994-12-31,S6,0.006,0.00021,0.00058
1995-01-01,S6,0.004,0.00014,0.00039
1995-01-02,S6,0.004,0.00014,0.00039
1995-01-03,S6,0.001,0.00004,0.0001
1995-01-04,S6,0,0,0
1995-01-05,S6,0,0,0
1995-01-06,S6,0,0,0
1995-01-07,S6,0,0,0
1995-01-08,S6,0,0,0
1995-01-09,S6,0,0,0
1995-01-10,S6,0,0,0
1995-01-11,S6,0,0,0
1995-01-12,S6,0,0,0
1995-01-13,S6,0,0,0
1995-01-14,S6,0,0,0
1995-01-15,S6,0,0,0
1995-01-16,S6,0,0,0
1995-01-17,S6,0,0,0
1995-01-18,S6,0,0,0
1995-01-19,S6,0,0,0
1995-01-20,S6,0,0,0
1995-01-21,S6,0,0,0
1995-01-22,S6,0,0,0
1995-01-23,S6,0,0,0
1995-01-24,S6,0,0,0
1995-01-25,S6,0,0,0
1995-01-26,S6,0,0,0
1995-01-27,S6,0,0,0
1995-01-28,S6,0,0,0
1995-01-29,S6,0,0,0
1995-01-30,S6,0,0,0
1995-01-31,S6,0,0,0
1995-02-01,S6,0,0,0
1995-02-02,S6,0,0,0
1995-02-03,S6,0,0,0
1995-02-04,S6,0,0,0
1995-02-05,S6,0,0,0
1995-02-06,S6,0,0,0
1995-02-07,S6,0,0,0
1995-02-08,S6,0,0,0
1995-02-09,S6,0,0,0
1995-02-10,S6,0,0,0
1995-02-11,S6,0,0,0
1995-02-12,S6,0,0,0
1995-02-13,S6,0,0,0
1995-02-14,S6,0,0,0
1995-02-15,S6,0,0,0
1995-02-16,S6,0,0,0
1995-02-17,S6,0,0,0
1995-02-18,S6,0,0,0
1995-02-19,S6,0,0,0
1995-02-20,S6,0,0,0
1995-02-21,S6,0,0,0
1995-02-22,S6,0,0,0
1995-02-23,S6,0,0,0
1995-02-24,S6,0,0,0
1995-02-25,S6,0,0,0
1995-02-26,S6,0,0,0
1995-02-27,S6,0,0,0
1995-02-28,S6,0,0,0
1995-03-01,S6,0,0,0
1995-03-02,S6,0,0,0
1995-03-03,S6,0,0,0
1995-03-04,S6,0,0,0
1995-03-05,S6,0,0,0
1995-03-06,S6,0,0,0
1995-03-07,S6,0,0,0
1995-03-08,S6,0,0,0
1995-03-09,S6,0,0,0
1995-03-10,S6,0,0,0
1995-03-11,S6,0,0,0
1995-03-12,S6,0.01,0.00035,0.00097
1995-03-13,S6,0.15,0.0053,0.01456
1995-03-14,S6,0.41,0.01448,0.0398
1995-03-15,S6,0.91,0.03214,0.08834
1995-03-16,S6,1.42,0.05015,0.13785
1995-03-17,S6,1.96,0.06922,0.19027
1995-03-18,S6,2.11,0.07451,0.20484
1995-03-19,S6,2.03,0.07169,0.19707
1995-03-20,S6,2.01,0.07098,0.19513
1995-03-21,S6,1.72,0.06074,0.16698
1995-03-22,S6,1.4,0.04944,0.13591
1995-03-23,S6,1.22,0.04308,0.11844
1995-03-24,S6,0.99,0.03496,0.09611
1995-03-25,S6,0.87,0.03072,0.08446
1995-03-26,S6,0.89,0.03143,0.0864
1995-03-27,S6,0.89,0.03143,0.0864
1995-03-28,S6,0.74,0.02613,0.07184
1995-03-29,S6,0.58,0.02048,0.05631
1995-03-30,S6,0.55,0.01942,0.05339
1995-03-31,S6,0.5,0.01766,0.04854
1995-04-01,S6,0.46,0.01624,0.04466
1995-04-02,S6,0.42,0.01483,0.04077
1995-04-03,S6,0.41,0.01448,0.0398
1995-04-04,S6,0.24,0.00848,0.0233
1995-04-05,S6,0.13,0.00459,0.01262
1995-04-06,S6,0.11,0.00388,0.01068
